step 0, batch loss 1.868, 0.01 iters/s
step 3200, batch loss 2.071, 1.74 iters/s
step 3201, batch loss 2.117, 1.75 iters/s
step 3202, batch loss 2.223, 1.74 iters/s
step 3203, batch loss 1.424, 1.74 iters/s
step 3204, batch loss 2.039, 1.74 iters/s
step 3205, batch loss 1.847, 1.74 iters/s
step 3206, batch loss 2.144, 1.74 iters/s
step 3207, batch loss 2.155, 1.75 iters/s
step 3208, batch loss 2.087, 1.74 iters/s
step 3209, batch loss 1.62, 1.75 iters/s
step 3210, batch loss 2.066, 1.75 iters/s
step 3211, batch loss 2.297, 1.74 iters/s
step 3212, batch loss 2.005, 1.74 iters/s
step 3213, batch loss 2.28, 1.74 iters/s
step 3214, batch loss 1.823, 1.74 iters/s
step 3215, batch loss 2.177, 1.74 iters/s
step 3216, batch loss 2.142, 1.74 iters/s
step 3217, batch loss 2.072, 1.74 iters/s
step 3218, batch loss 1.998, 1.74 iters/s
step 3219, batch loss 2.125, 1.74 iters/s
step 3220, batch loss 2.307, 1.74 iters/s
step 3221, batch loss 2.061, 1.74 iters/s
step 3222, batch loss 2.146, 1.75 iters/s
step 3223, batch loss 2.399, 1.74 iters/s
step 3224, batch loss 2.235, 1.74 iters/s
step 3225, batch loss 1.726, 1.74 iters/s
step 3226, batch loss 1.344, 1.75 iters/s
step 3227, batch loss 2.029, 1.74 iters/s
step 3228, batch loss 2.762, 1.74 iters/s
step 3229, batch loss 1.764, 1.74 iters/s
step 3230, batch loss 2.237, 1.74 iters/s
step 3231, batch loss 1.962, 1.74 iters/s
step 3232, batch loss 2.145, 1.75 iters/s
step 3233, batch loss 1.955, 1.74 iters/s
step 3234, batch loss 2.148, 1.75 iters/s
step 3235, batch loss 1.774, 1.75 iters/s
step 3236, batch loss 2.428, 1.74 iters/s
step 3237, batch loss 1.833, 1.75 iters/s
step 3238, batch loss 2.477, 1.74 iters/s
step 3239, batch loss 2.321, 1.75 iters/s
step 3240, batch loss 1.92, 1.74 iters/s
step 3241, batch loss 1.965, 1.74 iters/s
step 3242, batch loss 2.196, 1.75 iters/s
step 3243, batch loss 3.009, 1.74 iters/s
step 3244, batch loss 2.07, 1.74 iters/s
step 3245, batch loss 2.022, 1.74 iters/s
step 3246, batch loss 2.002, 1.75 iters/s
step 3247, batch loss 2.33, 1.74 iters/s
step 3248, batch loss 1.716, 1.75 iters/s
step 3249, batch loss 1.525, 1.74 iters/s
step 3250, batch loss 1.962, 1.74 iters/s
step 3251, batch loss 2.217, 1.75 iters/s
step 3252, batch loss 1.536, 1.75 iters/s
step 3253, batch loss 2.187, 1.74 iters/s
step 3254, batch loss 2.045, 1.74 iters/s
step 3255, batch loss 1.673, 1.74 iters/s
step 3256, batch loss 2.283, 1.74 iters/s
step 3257, batch loss 3.03, 1.74 iters/s
step 3258, batch loss 2.273, 1.75 iters/s
step 3259, batch loss 1.771, 1.74 iters/s
step 3260, batch loss 2.024, 1.75 iters/s
step 3261, batch loss 1.869, 1.75 iters/s
step 3262, batch loss 3.785, 1.75 iters/s
step 3263, batch loss 1.821, 1.74 iters/s
step 3264, batch loss 2.082, 1.74 iters/s
step 3265, batch loss 2.084, 1.74 iters/s
step 3266, batch loss 2.117, 1.75 iters/s
step 3267, batch loss 2.459, 1.74 iters/s
step 3268, batch loss 2.097, 1.74 iters/s
step 3269, batch loss 1.774, 1.74 iters/s
step 3270, batch loss 2.562, 1.74 iters/s
step 3271, batch loss 2.202, 1.74 iters/s
step 3272, batch loss 1.986, 1.74 iters/s
step 3273, batch loss 2.425, 1.74 iters/s
step 3274, batch loss 2.039, 1.74 iters/s
step 3275, batch loss 2.186, 1.74 iters/s
step 3276, batch loss 2.015, 1.74 iters/s
step 3277, batch loss 2.071, 1.74 iters/s
step 3278, batch loss 2.044, 1.75 iters/s
step 3279, batch loss 2.006, 1.74 iters/s
step 3280, batch loss 1.861, 1.74 iters/s
step 3281, batch loss 2.109, 1.75 iters/s
step 3282, batch loss 1.767, 1.75 iters/s
step 3283, batch loss 2.233, 1.75 iters/s
step 3284, batch loss 2.12, 1.74 iters/s
step 3285, batch loss 2.056, 1.74 iters/s
step 3286, batch loss 1.686, 1.74 iters/s
step 3287, batch loss 1.937, 1.74 iters/s
step 3288, batch loss 1.941, 1.74 iters/s
step 3289, batch loss 2.108, 1.74 iters/s
step 3290, batch loss 1.946, 1.74 iters/s
step 3291, batch loss 2.218, 1.74 iters/s
step 3292, batch loss 2.517, 1.74 iters/s
step 3293, batch loss 2.067, 1.74 iters/s
step 3294, batch loss 1.888, 1.75 iters/s
step 3295, batch loss 2.025, 1.75 iters/s
step 3296, batch loss 2.149, 1.74 iters/s
step 3297, batch loss 1.863, 1.74 iters/s
step 3298, batch loss 2.019, 1.74 iters/s
step 3299, batch loss 1.781, 1.74 iters/s
step 3300, batch loss 1.883, 1.74 iters/s
step 3301, batch loss 2.194, 1.74 iters/s
step 3302, batch loss 2.234, 1.74 iters/s
step 3303, batch loss 2.033, 1.74 iters/s
step 3304, batch loss 1.721, 1.75 iters/s
step 3305, batch loss 2.155, 1.75 iters/s
step 3306, batch loss 2.255, 1.74 iters/s
step 3307, batch loss 1.818, 1.74 iters/s
step 3308, batch loss 2.103, 1.74 iters/s
step 3309, batch loss 2.451, 1.74 iters/s
step 3310, batch loss 1.96, 1.74 iters/s
step 3311, batch loss 1.768, 1.74 iters/s
step 3312, batch loss 1.999, 1.74 iters/s
step 3313, batch loss 1.861, 1.74 iters/s
step 3314, batch loss 1.951, 1.74 iters/s
step 3315, batch loss 1.726, 1.74 iters/s
step 3316, batch loss 2.1, 1.74 iters/s
step 3317, batch loss 1.82, 1.74 iters/s
step 3318, batch loss 1.979, 1.74 iters/s
step 3319, batch loss 1.736, 1.74 iters/s
step 3320, batch loss 1.534, 1.75 iters/s
step 3321, batch loss 1.973, 1.75 iters/s
step 3322, batch loss 2.097, 1.74 iters/s
step 3323, batch loss 1.766, 1.74 iters/s
step 3324, batch loss 2.006, 1.75 iters/s
step 3325, batch loss 2.435, 1.74 iters/s
step 3326, batch loss 2.462, 1.74 iters/s
step 3327, batch loss 2.322, 1.74 iters/s
step 3328, batch loss 1.833, 1.74 iters/s
step 3329, batch loss 2.114, 1.75 iters/s
step 3330, batch loss 1.996, 1.75 iters/s
step 3331, batch loss 1.943, 1.74 iters/s
step 3332, batch loss 1.813, 1.74 iters/s
step 3333, batch loss 2.403, 1.74 iters/s
step 3334, batch loss 2.077, 1.74 iters/s
step 3335, batch loss 2.838, 1.74 iters/s
step 3336, batch loss 2.315, 1.74 iters/s
step 3337, batch loss 1.694, 1.74 iters/s
step 3338, batch loss 2.376, 1.95 iters/s
step 3339, batch loss 1.854, 1.74 iters/s
step 3340, batch loss 2.293, 1.74 iters/s
step 3341, batch loss 1.663, 1.75 iters/s
step 3342, batch loss 1.948, 1.74 iters/s
step 3343, batch loss 2.161, 1.74 iters/s
step 3344, batch loss 2.208, 1.74 iters/s
step 3345, batch loss 1.957, 1.74 iters/s
step 3346, batch loss 1.839, 1.74 iters/s
step 3347, batch loss 2.145, 1.74 iters/s
step 3348, batch loss 1.462, 1.74 iters/s
step 3349, batch loss 1.812, 1.74 iters/s
step 3350, batch loss 1.688, 1.74 iters/s
step 3351, batch loss 1.847, 1.74 iters/s
step 3352, batch loss 1.704, 1.75 iters/s
step 3353, batch loss 1.836, 1.74 iters/s
step 3354, batch loss 2.246, 1.74 iters/s
step 3355, batch loss 2.266, 1.74 iters/s
step 3356, batch loss 2.318, 1.74 iters/s
step 3357, batch loss 2.323, 1.74 iters/s
step 3358, batch loss 1.713, 1.75 iters/s
step 3359, batch loss 1.957, 1.74 iters/s
step 3360, batch loss 1.887, 1.74 iters/s
step 3361, batch loss 1.638, 1.74 iters/s
step 3362, batch loss 2.229, 1.74 iters/s
step 3363, batch loss 1.979, 1.74 iters/s
step 3364, batch loss 2.05, 1.75 iters/s
step 3365, batch loss 1.803, 1.74 iters/s
step 3366, batch loss 2.316, 1.74 iters/s
step 3367, batch loss 2.362, 1.74 iters/s
step 3368, batch loss 3.399, 1.75 iters/s
step 3369, batch loss 1.891, 1.74 iters/s
step 3370, batch loss 2.221, 1.74 iters/s
step 3371, batch loss 2.221, 1.74 iters/s
step 3372, batch loss 1.712, 1.74 iters/s
step 3373, batch loss 2.057, 1.75 iters/s
step 3374, batch loss 1.968, 1.75 iters/s
step 3375, batch loss 2.042, 1.74 iters/s
step 3376, batch loss 2.128, 1.74 iters/s
step 3377, batch loss 2.252, 1.74 iters/s
step 3378, batch loss 2.424, 1.75 iters/s
step 3379, batch loss 1.967, 1.74 iters/s
step 3380, batch loss 1.622, 1.74 iters/s
step 3381, batch loss 1.616, 1.74 iters/s
step 3382, batch loss 2.392, 1.74 iters/s
step 3383, batch loss 1.695, 1.75 iters/s
step 3384, batch loss 2.142, 1.75 iters/s
step 3385, batch loss 3.076, 1.74 iters/s
step 3386, batch loss 2.028, 1.75 iters/s
step 3387, batch loss 1.817, 1.74 iters/s
step 3388, batch loss 1.666, 1.74 iters/s
step 3389, batch loss 1.942, 1.75 iters/s
step 3390, batch loss 2.251, 1.74 iters/s
step 3391, batch loss 2.1, 1.74 iters/s
step 3392, batch loss 2.618, 1.74 iters/s
step 3393, batch loss 1.63, 1.74 iters/s
step 3394, batch loss 1.88, 1.74 iters/s
step 3395, batch loss 2.332, 1.74 iters/s
step 3396, batch loss 2.085, 1.74 iters/s
step 3397, batch loss 2.306, 1.74 iters/s
step 3398, batch loss 1.62, 1.74 iters/s
step 3399, batch loss 1.981, 1.74 iters/s
step 3400, batch loss 2.308, 1.74 iters/s
step 3401, batch loss 1.776, 1.74 iters/s
step 3402, batch loss 1.883, 1.74 iters/s
step 3403, batch loss 2.247, 1.74 iters/s
step 3404, batch loss 2.099, 1.75 iters/s
step 3405, batch loss 2.335, 1.74 iters/s
step 3406, batch loss 1.343, 1.74 iters/s
step 3407, batch loss 2.165, 1.74 iters/s
step 3408, batch loss 1.929, 1.75 iters/s
step 3409, batch loss 2.144, 1.74 iters/s
step 3410, batch loss 2.299, 1.74 iters/s
step 3411, batch loss 2.451, 1.75 iters/s
step 3412, batch loss 1.986, 1.74 iters/s
step 3413, batch loss 1.752, 1.74 iters/s
step 3414, batch loss 2.273, 1.75 iters/s
step 3415, batch loss 1.837, 1.74 iters/s
step 3416, batch loss 1.825, 1.74 iters/s
step 3417, batch loss 2.497, 1.74 iters/s
step 3418, batch loss 1.967, 1.75 iters/s
step 3419, batch loss 1.636, 1.75 iters/s
step 3420, batch loss 2.236, 1.74 iters/s
step 3421, batch loss 1.874, 1.74 iters/s
step 3422, batch loss 2.116, 1.74 iters/s
step 3423, batch loss 1.891, 1.74 iters/s
step 3424, batch loss 2.02, 1.74 iters/s
step 3425, batch loss 1.98, 1.74 iters/s
step 3426, batch loss 1.582, 1.74 iters/s
step 3427, batch loss 1.875, 1.74 iters/s
step 3428, batch loss 2.007, 1.74 iters/s
step 3429, batch loss 1.618, 1.74 iters/s
step 3430, batch loss 2.001, 1.74 iters/s
step 3431, batch loss 1.863, 1.74 iters/s
step 3432, batch loss 2.743, 1.74 iters/s
step 3433, batch loss 1.757, 1.74 iters/s
step 3434, batch loss 2.403, 1.74 iters/s
step 3435, batch loss 2.334, 1.74 iters/s
step 3436, batch loss 1.978, 1.74 iters/s
step 3437, batch loss 2.201, 1.74 iters/s
step 3438, batch loss 2.226, 1.74 iters/s
step 3439, batch loss 2.042, 1.74 iters/s
step 3440, batch loss 2.094, 1.74 iters/s
step 3441, batch loss 1.447, 1.75 iters/s
step 3442, batch loss 2.037, 1.74 iters/s
step 3443, batch loss 1.959, 1.74 iters/s
step 3444, batch loss 2.071, 1.74 iters/s
step 3445, batch loss 2.116, 1.74 iters/s
step 3446, batch loss 2.001, 1.74 iters/s
step 3447, batch loss 2.086, 1.74 iters/s
step 3448, batch loss 1.727, 1.74 iters/s
step 3449, batch loss 1.868, 1.74 iters/s
step 3450, batch loss 2.504, 1.74 iters/s
step 3451, batch loss 2.664, 1.74 iters/s
step 3452, batch loss 1.969, 1.74 iters/s
step 3453, batch loss 1.615, 1.75 iters/s
step 3454, batch loss 1.702, 1.75 iters/s
step 3455, batch loss 1.99, 1.74 iters/s
step 3456, batch loss 1.606, 1.74 iters/s
step 3457, batch loss 2.165, 1.74 iters/s
step 3458, batch loss 1.853, 1.74 iters/s
step 3459, batch loss 1.771, 1.75 iters/s
step 3460, batch loss 2.071, 1.74 iters/s
step 3461, batch loss 2.029, 1.74 iters/s
step 3462, batch loss 2.132, 1.74 iters/s
step 3463, batch loss 1.917, 1.74 iters/s
step 3464, batch loss 2.357, 1.74 iters/s
step 3465, batch loss 2.199, 1.74 iters/s
step 3466, batch loss 2.46, 1.74 iters/s
step 3467, batch loss 2.092, 1.74 iters/s
step 3468, batch loss 1.885, 1.74 iters/s
step 3469, batch loss 2.233, 1.74 iters/s
step 3470, batch loss 2.228, 1.74 iters/s
step 3471, batch loss 2.05, 1.74 iters/s
step 3472, batch loss 1.728, 1.74 iters/s
step 3473, batch loss 1.827, 1.74 iters/s
step 3474, batch loss 2.167, 1.74 iters/s
step 3475, batch loss 2.495, 1.74 iters/s
step 3476, batch loss 2.404, 1.75 iters/s
step 3477, batch loss 1.896, 1.74 iters/s
step 3478, batch loss 1.975, 1.74 iters/s
step 3479, batch loss 2.317, 1.74 iters/s
step 3480, batch loss 2.142, 1.75 iters/s
step 3481, batch loss 2.343, 1.74 iters/s
step 3482, batch loss 1.846, 1.74 iters/s
step 3483, batch loss 0.891, 1.74 iters/s
step 3484, batch loss 2.044, 1.74 iters/s
step 3485, batch loss 2.188, 1.74 iters/s
step 3486, batch loss 2.489, 1.74 iters/s
step 3487, batch loss 2.078, 1.74 iters/s
step 3488, batch loss 2.139, 1.74 iters/s
step 3489, batch loss 2.19, 1.74 iters/s
step 3490, batch loss 1.959, 1.74 iters/s
step 3491, batch loss 1.714, 1.74 iters/s
step 3492, batch loss 1.784, 1.74 iters/s
step 3493, batch loss 2.303, 1.74 iters/s
step 3494, batch loss 2.073, 1.75 iters/s
step 3495, batch loss 1.788, 1.74 iters/s
step 3496, batch loss 2.166, 1.74 iters/s
step 3497, batch loss 1.818, 1.74 iters/s
step 3498, batch loss 2.129, 1.74 iters/s
step 3499, batch loss 2.321, 1.74 iters/s
step 3500, batch loss 1.717, 1.74 iters/s
step 3501, batch loss 1.998, 1.74 iters/s
step 3502, batch loss 2.076, 1.74 iters/s
step 3503, batch loss 2.816, 1.74 iters/s
step 3504, batch loss 1.967, 1.74 iters/s
step 3505, batch loss 2.466, 1.74 iters/s
step 3506, batch loss 1.823, 1.75 iters/s
step 3507, batch loss 2.085, 1.74 iters/s
step 3508, batch loss 2.074, 1.74 iters/s
step 3509, batch loss 1.979, 1.74 iters/s
step 3510, batch loss 2.168, 1.75 iters/s
step 3511, batch loss 1.798, 1.74 iters/s
step 3512, batch loss 3.17, 1.74 iters/s
step 3513, batch loss 2.073, 1.74 iters/s
step 3514, batch loss 1.739, 1.74 iters/s
step 3515, batch loss 2.151, 1.74 iters/s
step 3516, batch loss 1.993, 1.75 iters/s
step 3517, batch loss 1.649, 1.74 iters/s
step 3518, batch loss 1.86, 1.74 iters/s
step 3519, batch loss 2.175, 1.74 iters/s
step 3520, batch loss 1.861, 1.75 iters/s
step 3521, batch loss 2.211, 1.74 iters/s
step 3522, batch loss 2.333, 1.74 iters/s
step 3523, batch loss 1.898, 1.74 iters/s
step 3524, batch loss 2.19, 1.75 iters/s
step 3525, batch loss 2.033, 1.74 iters/s
step 3526, batch loss 2.402, 1.74 iters/s
step 3527, batch loss 1.867, 1.74 iters/s
step 3528, batch loss 1.864, 1.74 iters/s
step 3529, batch loss 2.407, 1.75 iters/s
step 3530, batch loss 2.059, 1.74 iters/s
step 3531, batch loss 2.13, 1.75 iters/s
step 3532, batch loss 1.981, 1.74 iters/s
step 3533, batch loss 1.512, 1.75 iters/s
step 3534, batch loss 1.71, 1.74 iters/s
step 3535, batch loss 1.559, 1.74 iters/s
step 3536, batch loss 2.0, 1.74 iters/s
step 3537, batch loss 1.834, 1.74 iters/s
step 3538, batch loss 1.709, 1.74 iters/s
step 3539, batch loss 1.844, 1.74 iters/s
step 3540, batch loss 1.784, 1.74 iters/s
step 3541, batch loss 1.761, 1.75 iters/s
step 3542, batch loss 2.36, 1.74 iters/s
step 3543, batch loss 2.187, 1.74 iters/s
step 3544, batch loss 2.278, 1.74 iters/s
step 3545, batch loss 2.232, 1.73 iters/s
step 3546, batch loss 2.575, 1.75 iters/s
step 3547, batch loss 2.153, 1.75 iters/s
step 3548, batch loss 1.295, 1.74 iters/s
step 3549, batch loss 2.218, 1.75 iters/s
step 3550, batch loss 2.217, 1.75 iters/s
step 3551, batch loss 1.671, 1.74 iters/s
step 3552, batch loss 2.287, 1.74 iters/s
step 3553, batch loss 2.128, 1.74 iters/s
step 3554, batch loss 0.682, 1.74 iters/s
step 3555, batch loss 1.522, 1.74 iters/s
step 3556, batch loss 1.831, 1.75 iters/s
step 3557, batch loss 2.433, 1.74 iters/s
step 3558, batch loss 2.066, 1.75 iters/s
step 3559, batch loss 1.849, 1.74 iters/s
step 3560, batch loss 2.615, 1.74 iters/s
step 3561, batch loss 2.345, 1.74 iters/s
step 3562, batch loss 1.783, 1.74 iters/s
step 3563, batch loss 2.233, 1.74 iters/s
step 3564, batch loss 1.878, 1.75 iters/s
step 3565, batch loss 1.982, 1.74 iters/s
step 3566, batch loss 1.918, 1.75 iters/s
step 3567, batch loss 2.105, 1.75 iters/s
step 3568, batch loss 2.329, 1.75 iters/s
step 3569, batch loss 1.71, 1.74 iters/s
step 3570, batch loss 2.322, 1.75 iters/s
step 3571, batch loss 1.942, 1.74 iters/s
step 3572, batch loss 2.439, 1.74 iters/s
step 3573, batch loss 2.156, 1.74 iters/s
step 3574, batch loss 1.904, 1.74 iters/s
step 3575, batch loss 2.396, 1.74 iters/s
step 3576, batch loss 2.078, 1.75 iters/s
step 3577, batch loss 1.836, 1.74 iters/s
step 3578, batch loss 2.175, 1.74 iters/s
step 3579, batch loss 1.71, 1.75 iters/s
step 3580, batch loss 2.466, 1.74 iters/s
step 3581, batch loss 1.786, 1.74 iters/s
step 3582, batch loss 2.0, 1.74 iters/s
step 3583, batch loss 1.984, 1.74 iters/s
step 3584, batch loss 1.89, 1.74 iters/s
step 3585, batch loss 1.745, 1.74 iters/s
step 3586, batch loss 2.418, 1.74 iters/s
step 3587, batch loss 1.953, 1.74 iters/s
step 3588, batch loss 2.051, 1.74 iters/s
step 3589, batch loss 2.875, 1.75 iters/s
step 3590, batch loss 1.955, 1.74 iters/s
step 3591, batch loss 2.007, 1.74 iters/s
step 3592, batch loss 2.377, 1.74 iters/s
step 3593, batch loss 1.997, 1.74 iters/s
step 3594, batch loss 2.234, 1.74 iters/s
step 3595, batch loss 2.054, 1.74 iters/s
step 3596, batch loss 1.939, 1.74 iters/s
step 3597, batch loss 1.677, 1.74 iters/s
step 3598, batch loss 1.935, 1.74 iters/s
step 3599, batch loss 2.053, 1.74 iters/s
step 3600, batch loss 1.882, 1.74 iters/s
step 3601, batch loss 2.082, 1.74 iters/s
step 3602, batch loss 2.181, 1.74 iters/s
step 3603, batch loss 1.924, 1.74 iters/s
step 3604, batch loss 2.317, 1.74 iters/s
step 3605, batch loss 2.805, 1.74 iters/s
step 3606, batch loss 1.855, 1.75 iters/s
step 3607, batch loss 1.669, 1.75 iters/s
step 3608, batch loss 2.286, 1.75 iters/s
step 3609, batch loss 1.464, 1.74 iters/s
step 3610, batch loss 1.923, 1.74 iters/s
step 3611, batch loss 1.984, 1.74 iters/s
step 3612, batch loss 2.008, 1.74 iters/s
step 3613, batch loss 1.863, 1.74 iters/s
step 3614, batch loss 1.566, 1.74 iters/s
step 3615, batch loss 1.973, 1.75 iters/s
step 3616, batch loss 2.075, 1.74 iters/s
step 3617, batch loss 2.243, 1.74 iters/s
step 3618, batch loss 2.048, 1.74 iters/s
step 3619, batch loss 2.586, 1.75 iters/s
step 3620, batch loss 1.839, 1.74 iters/s
step 3621, batch loss 2.979, 1.74 iters/s
step 3622, batch loss 1.852, 1.74 iters/s
step 3623, batch loss 2.226, 1.75 iters/s
step 3624, batch loss 2.595, 1.74 iters/s
step 3625, batch loss 1.855, 1.75 iters/s
step 3626, batch loss 2.064, 1.74 iters/s
step 3627, batch loss 1.962, 1.74 iters/s
step 3628, batch loss 1.97, 1.74 iters/s
step 3629, batch loss 1.623, 1.75 iters/s
step 3630, batch loss 2.101, 1.74 iters/s
step 3631, batch loss 2.028, 1.74 iters/s
step 3632, batch loss 2.027, 1.74 iters/s
step 3633, batch loss 1.842, 1.75 iters/s
step 3634, batch loss 2.207, 1.74 iters/s
step 3635, batch loss 1.985, 1.74 iters/s
step 3636, batch loss 2.35, 1.74 iters/s
step 3637, batch loss 2.226, 1.74 iters/s
step 3638, batch loss 2.275, 1.74 iters/s
step 3639, batch loss 2.244, 1.75 iters/s
step 3640, batch loss 1.904, 1.74 iters/s
step 3641, batch loss 2.196, 1.75 iters/s
step 3642, batch loss 2.178, 1.75 iters/s
step 3643, batch loss 1.449, 1.75 iters/s
step 3644, batch loss 1.913, 1.74 iters/s
step 3645, batch loss 1.837, 1.74 iters/s
step 3646, batch loss 2.046, 1.74 iters/s
step 3647, batch loss 2.324, 1.74 iters/s
step 3648, batch loss 1.941, 1.74 iters/s
step 3649, batch loss 2.205, 1.74 iters/s
step 3650, batch loss 1.912, 1.74 iters/s
step 3651, batch loss 1.959, 1.74 iters/s
step 3652, batch loss 2.684, 1.74 iters/s
step 3653, batch loss 1.836, 1.74 iters/s
step 3654, batch loss 2.439, 1.74 iters/s
step 3655, batch loss 1.798, 1.74 iters/s
step 3656, batch loss 2.062, 1.74 iters/s
step 3657, batch loss 2.098, 1.74 iters/s
step 3658, batch loss 1.901, 1.74 iters/s
step 3659, batch loss 1.936, 1.74 iters/s
step 3660, batch loss 1.859, 1.74 iters/s
step 3661, batch loss 1.58, 1.74 iters/s
step 3662, batch loss 2.144, 1.74 iters/s
step 3663, batch loss 1.917, 1.74 iters/s
step 3664, batch loss 2.065, 1.74 iters/s
step 3665, batch loss 2.2, 1.74 iters/s
step 3666, batch loss 1.903, 1.74 iters/s
step 3667, batch loss 2.223, 1.74 iters/s
step 3668, batch loss 2.124, 1.75 iters/s
step 3669, batch loss 1.526, 1.74 iters/s
step 3670, batch loss 1.915, 1.74 iters/s
step 3671, batch loss 1.864, 1.75 iters/s
step 3672, batch loss 2.066, 1.74 iters/s
step 3673, batch loss 2.013, 1.74 iters/s
step 3674, batch loss 2.385, 1.74 iters/s
step 3675, batch loss 2.1, 1.75 iters/s
step 3676, batch loss 1.695, 1.74 iters/s
step 3677, batch loss 2.186, 1.75 iters/s
step 3678, batch loss 2.066, 1.74 iters/s
step 3679, batch loss 1.552, 1.75 iters/s
step 3680, batch loss 1.923, 1.74 iters/s
step 3681, batch loss 2.266, 1.74 iters/s
step 3682, batch loss 1.612, 1.74 iters/s
step 3683, batch loss 2.665, 1.74 iters/s
step 3684, batch loss 2.202, 1.74 iters/s
step 3685, batch loss 1.746, 1.74 iters/s
step 3686, batch loss 1.549, 1.74 iters/s
step 3687, batch loss 2.242, 1.74 iters/s
step 3688, batch loss 2.051, 1.74 iters/s
step 3689, batch loss 1.815, 1.75 iters/s
step 3690, batch loss 1.468, 1.74 iters/s
step 3691, batch loss 2.774, 1.74 iters/s
step 3692, batch loss 2.035, 1.74 iters/s
